"Magnitud","Profundidad"
0.0202020202020201,0
0.414141414141414,0.0795314318567442
0.434343434343434,0.0190357999242775
0.434343434343434,0.0543274017360089
0.515151515151515,0.253572279948957
0.373737373737374,0.341753957903889
0.515151515151515,0.0190357999242775
0.535353535353535,0.021496781792941
0.00202020202020198,0.0294301179308121
0.515151515151515,0.338625145485395
0.555555555555556,0.0752212079144055
0.494949494949495,0.021538849859072
0.111111111111111,0.0349866083322816
0.494949494949495,0.0369340092269292
0.373737373737374,0.0190357999242775
0.0707070707070706,0.0667129415394108
0.151515151515152,0.0217877525836804
0.515151515151515,0.621907997139372
0.0303030303030303,0.0502362823047691
0.414141414141414,0.0190357999242775
0.494949494949495,0.0656524757056918
0.414141414141414,0.931960161541374
0.0646464646464646,0.0281680759468821
0.105050505050505,0.0316386923316927
0.0303030303030303,0.0102716194803192
0.535353535353535,0.0190357999242775
0.434343434343434,0.0190357999242775
0.00606061010101004,0.0546008457784696
0.16969696969697,0.146905192601629
0.555555555555556,0.0998818588476154
0.264646464646465,0.118947456985402
0.139393939393939,0.00402722888358364
0.18989898989899,0.107361210438489
0.171717171717172,0.135248832611165
0.535353535353535,0.0190357999242775
0.0101010101010101,0.138053370353232
0.333333333333333,0.0190357999242775
0.171717171717172,0.0190357999242775
0.131313131313131,0.190813736625861
0.515151515151515,0.034874426822599
0.171717171717172,0.21286441462286
0.434343434343434,0.0268920112742417
0.393939393939394,0.302301123217366
0.393939393939394,0.981553153001557
0.18989898989899,0.0190357999242775
0.00808080808080809,0.0138649334623421
0.232323232323232,0.0211058993451404
0.434343434343434,0.423155665867373
0.494949494949495,0.0337911741197257
0.131313131313131,0.103522499404036
0.258585858585859,0.0191234417287171
0.151515151515152,0.0170726235048308
0.117171717171717,0.0182294953234333
0.373737373737374,0.0190357999242775
0.474747474747475,0.0476999284842876
0.252525252525253,0.178894451222077
0.0303030303030303,0.0183872505714246
0.353535353535354,0.0273459958212388
0.0303030303030303,0.0127010502993844
0.535353535353535,0.113865985163995
0.353535353535354,0.349196499936898
0.0989898989898989,0.0903937570989862
0.222222222222222,0.222364786224111
0.474747474747475,0.0663851611908067
0.0101010101010101,0.140332057268661
0.311111111111111,0.266185688443902
0.555555555555556,0.0516595852088679
0.0101010101010101,0.0173408074264159
0.373737373737374,0.0190357999242775
0.373737373737374,0.0179823454349137
0.333333333333333,0.0190357999242775
0.373737373737374,0.243491719602317
0.393939393939394,0.19180058334385
0.0727272727272727,0.0593860874945662
0.373737373737374,0.0616279640458261
0.151515151515152,0.0351618919411608
0.515151515151515,0.115194634919299
0.333333333333333,0.0199350048378276
0.0303030303030303,0.0712703153702691
0.0989898989898989,0.00227868691192349
0.0949494949494949,0.00329533181362444
0.393939393939394,0.11825508673033
0.252525252525253,0.0190357999242775
0.143434343434343,0.0173004921963737
0.414141414141414,0.0190357999242775
0.177777777777778,0.0264152398580904
0.515151515151515,0.0190357999242775
0.393939393939394,0.123275209288629
0.373737373737374,0.0365028115490864
0.236363636363636,0.0172829638354858
0.111111111111111,0.0170463309634989
0.0101010101010101,0.00816821617376916
0.0303030303030303,0.0235931737551358
0.494949494949495,0.0519715900326729
0.17979797979798,0.0512529272362683
0.515151515151515,0.0190357999242775
0.474747474747475,0.856462005524939
0.515151515151515,0.0190357999242775
0.393939393939394,0.868023712366609
0.454545454545455,0.0190357999242775
0.595959595959596,0.0351741617937823
0.434343434343434,0.0190357999242775
0.272727272727273,0.0164380968406882
0.414141414141414,0.0285905094442808
0.636363636363636,0.210662852495337
0.494949494949495,0.0395930615736261
0.414141414141414,0.0345764446875044
0.454545454545455,0.0190357999242775
0.434343434343434,0.0278140030569461
0.0383838383838384,0.0102716194803192
0.353535353535354,0.26894465244766
0.474747474747475,0.100989651255732
0.494949494949495,0.0314826889907871
0.0303030303030303,0.0102716194803192
0.474747474747475,0.00974576865368166
0.414141414141414,1
0.676767676767677,0.0190357999242775
0.878787878787879,0.39063705074811
0.0808080808080808,0.0116037749078008
0.0262626262626262,0.0107974703069567
0.373737373737374,0.0370672247696773
0.515151515151515,0.116908908614138
0.393939393939394,0.0190357999242775
0.393939393939394,0.0190357999242775
0.434343434343434,0.0190357999242775
0.0101010101010101,0.00448726038730666
0.125252525252525,0.0176160026923562
0.454545454545455,0.0193968841585686
0.353535353535354,0.0190357999242775
0.535353535353535,0.0294178480781905
0.434343434343434,0.0190357999242775
0.333333333333333,0.474634708959096
0.353535353535354,0.201339517339055
0.0101010101010101,0.135248832611165
0.515151515151515,0.0190357999242775
0.0545454545454545,0.0112356793291546
0.494949494949495,0.0190357999242775
0.397979797979798,0.0151094470853841
0.329292929292929,0.01093769719406
0.0101010101010101,0.132269011260219
0.123232323232323,0.0132339124703771
0.244444444444444,0.111936112630236
0.535353535353535,0.0190357999242775
0.515151515151515,0.0190357999242775
0.555555555555556,0.0190357999242775
0.515151515151515,0.0190357999242775
0.515151515151515,0.0190357999242775
0.0101010101010101,0.0171076802266067
0.515151515151515,0.11191507859717
0.232323232323232,0.154193485058825
0.393939393939394,0.158870051743721
0.494949494949495,0.0628567021440691
0.414141414141414,0.0383555592949392
0.494949494949495,0.0657699157236408
0.454545454545455,0.0970037019898195
0.393939393939394,0.0378875520592318
0.555555555555556,0.038904196990731
0.494949494949495,0.0323258031494959
0.515151515151515,0.0190357999242775
0.282828282828283,0.0488340134337358
0.414141414141414,0.633474962489308
0.0222222222222222,0.0190357999242775
0.414141414141414,0.317189712955562
0.0424242424242424,0.0205257105997504
0.373737373737374,0.173762147154095
0.535353535353535,0.0999169155693913
0.107070707070707,0.00487288432684083
0.494949494949495,0.2610095634737
0.191919191919192,0.0481328789982191
0.153535353535353,0.035547515880695
0.393939393939394,0.0499277831531418
0.414141414141414,0.0497840505938609
0.0101010101010101,0.0886233926493066
0.737373737373737,0.0717278055894437
0.414141414141414,0.0662431814676146
0.393939393939394,0.17049135501241
0.00606060606060602,0.0330760169954987
0.434343434343434,0.0222890637050748
0.0303030303030303,0.0121995638943811
0.0383838383838384,0.0137772916579025
0.434343434343434,0.0256913185534194
0.0707070707070706,0.0633825529707066
0.575757575757576,0.0190357999242775
0.535353535353535,0.141685246729208
0.535353535353535,0.0190357999242775
0.414141414141414,0.233633769438952
0.414141414141414,0.254995582853056
0.373737373737374,0.0782536143480151
0.494949494949495,0.0628567021440691
0.474747474747475,0.0317000406657973
0.414141414141414,0.0307535091778498
0.313131313131313,0.150963008147182
0.414141414141414,0.0389304895320629
0.373737373737374,0.0620065766410051
0.494949494949495,0.0361855482170151
0.414141414141414,0.197642786027793
0.353535353535354,0.0401083953837309
0.333333333333333,0.054965434072329
0.474747474747475,0.0405290760450409
0.434343434343434,0.0449567400053286
0.096969696969697,0.0352320053847125
0.414141414141414,0.0370269095396351
0.414141414141414,0.0384642351324443
0.0181818181818182,0.0128132318090671
0.373737373737374,0.0511968364814269
0.555555555555556,0.0647357424312538
0.0646464646464646,0.00597717106277958
0.171717171717172,0.0774052416810399
0.414141414141414,0.302220492757281
0.333333333333333,0.0671949714638285
0.393939393939394,0.0389392537125068
0.0404040404040404,0.0231023796502741
0.0383838383838384,0.00492546940950458
0.494949494949495,0.0190357999242775
0.454545454545455,0.0343485759959615
0.494949494949495,0.0395948144097149
0.434343434343434,0.0381311962755739
0.535353535353535,0.374195448235245
0.393939393939394,0.00373704654130383
0.494949494949495,0.0187343121170053
0.515151515151515,0.0154757898279416
0.474747474747475,0.0218929227490079
0.494949494949495,0.0352898489756426
0.474747474747475,0.109383983284955
0.434343434343434,0.0634824646277677
0.535353535353535,0.0960501591575169
0.474747474747475,0.0628567021440691
0.393939393939394,0.0566884719476112
0.494949494949495,0.0574404386297029
0.393939393939394,0.167218810034636
0.474747474747475,0.0568777782452007
0.494949494949495,0.0199332520017388
0.515151515151515,0.018038436189755
0.105050505050505,0.0177387012185716
0.454545454545455,0.0643396014751868
0.0101010101010101,0.00168272264524
0.515151515151515,0.0190357999242775
0.00202020202020198,0.0188605163153983
0.494949494949495,0.0314441265968337
0.535353535353535,0.0268762357494426
0.656565656565657,0.0734788888421466
0.454545454545455,0.0190357999242775
0.535353535353535,0.0190357999242775
0.535353535353535,0.0377841347299931
0.535353535353535,0.0190357999242775
0.636363636363636,0.0267377616984281
0.535353535353535,0.0190357999242775
0.555555555555556,0.0190357999242775
0.0101010101010101,0.0135669513272475
0.555555555555556,0.0494510117369905
0.656565656565657,0.0190357999242775
0.0909090909090909,0.0102716194803192
0.616161616161616,0.0190357999242775
0.151515151515152,0.023768457364015
