"Magnitud","Profundidad"
0.656565656565657,0.0190357999242775
0.797979797979798,0.0235300716559393
1,0.0624184931218712
0.494949494949495,0.0190357999242775
0.0707070707070706,0.26604370872071
0.0909090909090909,0.0022085734718775
0.111111111111111,0.0149019112924712
0.555555555555556,0.0190357999242775
0.393939393939394,0.111340148360047
0.096969696969697,0.0440662992722225
0.313131313131313,0.253915835822361
0.353535353535354,0.0420768303114439
0.313131313131313,0.0190357999242775
0.0626262626262625,0.0602975614544333
0.0909090909090909,0.0190357999242775
0.292929292929293,0.0131304951411384
0.474747474747475,0.0190357999242775
0.474747474747475,0.0191935551722687
0.131313131313131,0.0249551273961269
0.0101010101010101,0.0977381403110232
0.353535353535354,0.0231637289133819
0.00404040404040404,0.0174056623617012
0.0707070707070706,0.0630319857529483
0.757575757575758,0.0190357999242775
0,0.00133215542748167
0.494949494949495,0.0777821014401301
0.434343434343434,0.0347534811324723
0.151515151515152,0.0146258396084865
0.0404040404040404,0.0575981938776941
0.0909090909090909,0.00185800625411916
0.00808080808080809,0.00802798928666583
0.00808080808080809,0.00411916480866041
0.0303030303030303,0.00378612595179
0.0707070707070706,0.036555571915359
0.232323232323232,0.159262687027611
0.333333333333333,0.248639799195098
0.434343434343434,0.0190357999242775
0.0343434343434343,0.0152672023333754
0.111111111111111,0.049009297042615
0.252525252525253,0.0516385511758024
0.131313131313131,0.0190357999242775
0.454545454545455,0.94970762694039
0.0101010101010101,0.0124198953907422
0.272727272727273,0.0190357999242775
0.696969696969697,0.129210312285278
0.0101010101010101,0.0022085734718775
0.096969696969697,0.0164240741519779
0.131313131313131,0.0190357999242775
0.414141414141414,0.0190357999242775
0.575757575757576,0.0190357999242775
0.0101010101010101,0.00993787948901322
0.0505050505050505,0.0328832050257316
0.373737373737374,0.0449304474639967
0.434343434343434,0.359604840632143
0.0303030303030303,0.0228920393196191
0.393939393939394,0.993817747114832
0,0.0167921697306242
0.313131313131313,0.127406643949911
0.0383838585858585,0.0200875022436302
0.0323232121212121,0.00478524253116543
0.313131313131313,0.102821364968519
0.0464646464646465,0.0584746119220899
0.0808080808080808,0.0594562001318133
0.141414141414141,0.193495575841712
0.333333333333333,0.198666442303647
0.0727272727272727,0.0438559589415675
0.434343434343434,0.237968533086534
0.393939393939394,0.0190357999242775
0,0.0729004529328453
0.0808080808080808,0.0572300982990479
0.535353535353535,0.263977114972025
